county,floor,log_radon
COOK,0,0.4054651081081644
COTTONWOOD,0,1.9315214116032136
COTTONWOOD,1,2.4159137783010487
COTTONWOOD,1,-2.3025850929940455
COTTONWOOD,1,0.9555114450274363
CROW WING,0,0.6418538861723948
CROW WING,0,0.5306282510621705
CROW WING,1,0.09531017980432493
CROW WING,0,0.0
CROW WING,0,1.0986122886681098
CROW WING,0,1.5040773967762742
CROW WING,0,0.47000362924573563
CROW WING,0,1.4350845252893225
CROW WING,1,0.9555114450274363
CROW WING,1,1.916922612182061
CROW WING,0,1.4816045409242153
CROW WING,0,1.7227665977411035
DAKOTA,0,1.308332819650179
DAKOTA,0,1.0647107369924282
DAKOTA,0,2.6878474937846906
DAKOTA,0,1.916922612182061
DAKOTA,0,2.0918640616783932
DAKOTA,0,0.9932517730102834
DAKOTA,1,1.0647107369924282
DAKOTA,0,1.5040773967762742
DAKOTA,1,0.5877866649021191
DAKOTA,0,0.7419373447293773
DAKOTA,0,0.7419373447293773
DAKOTA,0,0.47000362924573563
DAKOTA,0,2.272125885509337
DAKOTA,0,2.1041341542702074
DAKOTA,0,1.2809338454620642
DAKOTA,1,-0.10536051565782628
DAKOTA,0,1.6486586255873816
DAKOTA,0,1.1939224684724346
DAKOTA,0,2.388762789235098
DAKOTA,0,2.116255514802552
DAKOTA,0,1.856297990365626
DAKOTA,0,1.5892352051165808
DAKOTA,0,1.8082887711792655
DAKOTA,0,0.1823215567939548
DAKOTA,0,2.1747517214841605
DAKOTA,0,2.186051276738094
DAKOTA,0,1.9315214116032136
DAKOTA,0,0.8754687373538999
DAKOTA,0,0.5306282510621705
DAKOTA,0,1.0647107369924282
DAKOTA,0,1.8870696490323797
DAKOTA,0,0.5877866649021191
DAKOTA,0,1.5475625087160128
DAKOTA,0,1.2237754316221157
DAKOTA,0,1.5040773967762742
DAKOTA,0,3.0587070727153796
DAKOTA,0,2.2192034840549946
DAKOTA,0,0.0
DAKOTA,0,1.6094379124341003
DAKOTA,0,1.62924053973028
DAKOTA,0,0.1823215567939548
DAKOTA,0,2.0412203288596382
DAKOTA,0,1.7047480922384253
DAKOTA,0,1.308332819650179
DAKOTA,0,1.6094379124341003
DAKOTA,0,1.5686159179138452
DAKOTA,0,0.4054651081081644
DAKOTA,0,1.252762968495368
DAKOTA,0,1.4586150226995167
DAKOTA,0,0.9555114450274363
DAKOTA,0,0.4054651081081644
DAKOTA,0,0.4054651081081644
DAKOTA,0,0.6931471805599453
DAKOTA,0,1.5892352051165808
DAKOTA,1,0.4054651081081644
DAKOTA,0,1.3609765531356006
DAKOTA,0,2.186051276738094
DAKOTA,0,1.4816045409242153
DAKOTA,0,1.5040773967762742
DAKOTA,0,1.5260563034950492
DAKOTA,0,0.8329091229351041
DAKOTA,0,-0.5108256237659907
DAKOTA,0,1.7749523509116736
DODGE,0,1.7047480922384253
DODGE,0,1.9878743481543455
DODGE,0,1.7578579175523736
DOUGLAS,0,2.0149030205422647
DOUGLAS,0,1.5892352051165808
DOUGLAS,0,1.9315214116032136
DOUGLAS,0,1.8718021769015913
DOUGLAS,1,1.3350010667323402
DOUGLAS,0,1.7227665977411035
DOUGLAS,0,2.0668627594729756
DOUGLAS,0,1.5040773967762742
DOUGLAS,0,1.0296194171811583
FARIBAULT,0,1.252762968495368
FARIBAULT,0,1.4586150226995167
FARIBAULT,0,0.8754687373538999
FARIBAULT,1,0.336472236621213
FARIBAULT,0,1.667706820558076
FARIBAULT,0,-1.6094379124341003
FILLMORE,1,0.9555114450274363
FILLMORE,0,1.1939224684724346
FREEBORN,0,1.1939224684724346
FREEBORN,0,2.272125885509337
FREEBORN,0,1.4586150226995167
FREEBORN,0,2.2082744135228043
FREEBORN,0,1.856297990365626
FREEBORN,0,3.487375077903208
FREEBORN,0,2.587764035227708
FREEBORN,1,0.8329091229351041
FREEBORN,1,1.7404661748405044
GOODHUE,0,2.667228206581955
GOODHUE,1,1.9459101490553132
GOODHUE,0,2.0412203288596382
GOODHUE,1,2.2925347571405443
GOODHUE,0,0.9932517730102834
GOODHUE,0,3.775057150354989
GOODHUE,0,1.6094379124341003
GOODHUE,0,1.6094379124341003
GOODHUE,0,1.2809338454620642
GOODHUE,0,1.5892352051165808
GOODHUE,0,1.7404661748405044
GOODHUE,0,1.2809338454620642
GOODHUE,0,1.3862943611198906
GOODHUE,0,1.916922612182061
HENNEPIN,0,2.0794415416798357
HENNEPIN,0,1.2237754316221157
HENNEPIN,1,0.7884573603642703
HENNEPIN,0,0.5306282510621705
HENNEPIN,0,1.410986973710262
HENNEPIN,0,0.6418538861723948
HENNEPIN,0,0.9555114450274363
HENNEPIN,0,2.424802725718295
HENNEPIN,0,0.9932517730102834
HENNEPIN,0,1.3862943611198906
HENNEPIN,0,2.0149030205422647
HENNEPIN,0,0.336472236621213
HENNEPIN,0,0.0
HENNEPIN,0,-0.6931471805599453
HENNEPIN,1,0.9555114450274363
HENNEPIN,0,1.8082887711792655
HENNEPIN,0,0.7419373447293773
HENNEPIN,0,1.7047480922384253
HENNEPIN,0,1.1314021114911006
HENNEPIN,0,1.0986122886681098
HENNEPIN,0,1.7227665977411035
HENNEPIN,0,1.4350845252893225
HENNEPIN,0,1.3862943611198906
HENNEPIN,0,2.70805020110221
HENNEPIN,0,1.9878743481543455
HENNEPIN,0,0.8754687373538999
HENNEPIN,1,1.0647107369924282
HENNEPIN,0,1.5040773967762742
HENNEPIN,0,0.47000362924573563
HENNEPIN,0,2.163323025660538
HENNEPIN,0,1.7404661748405044
HENNEPIN,0,2.163323025660538
HENNEPIN,0,1.3609765531356006
HENNEPIN,0,0.6418538861723948
HENNEPIN,0,0.6931471805599453
HENNEPIN,0,1.7227665977411035
HENNEPIN,0,0.9555114450274363
HENNEPIN,1,-0.10536051565782628
HENNEPIN,0,0.7884573603642703
HENNEPIN,0,1.0647107369924282
HENNEPIN,0,1.3862943611198906
HENNEPIN,0,1.4816045409242153
HENNEPIN,0,1.5686159179138452
HENNEPIN,0,1.0647107369924282
HENNEPIN,0,1.4350845252893225
HENNEPIN,0,0.5306282510621705
HENNEPIN,0,1.4816045409242153
HENNEPIN,1,-0.22314355131420985
HENNEPIN,0,1.7227665977411035
HENNEPIN,1,1.2237754316221157
HENNEPIN,0,1.7227665977411035
HENNEPIN,0,0.9555114450274363
HENNEPIN,0,1.0296194171811583
HENNEPIN,0,2.1400661634962708
HENNEPIN,0,1.2237754316221157
HENNEPIN,0,1.1939224684724346
HENNEPIN,0,2.163323025660538
HENNEPIN,0,0.5877866649021191
HENNEPIN,0,1.7578579175523736
HENNEPIN,0,2.5726122302071057
HENNEPIN,0,1.0296194171811583
HENNEPIN,0,1.5686159179138452
HENNEPIN,0,1.7404661748405044
HENNEPIN,0,2.631888840136646
HENNEPIN,1,2.0412203288596382
HENNEPIN,0,1.7578579175523736
HENNEPIN,0,1.5475625087160128
HENNEPIN,0,2.0412203288596382
HENNEPIN,0,0.9932517730102834
HENNEPIN,0,1.5260563034950492
HENNEPIN,0,1.791759469228055
HENNEPIN,0,0.8329091229351041
HENNEPIN,0,0.9162907318741551
HENNEPIN,0,1.410986973710262
HENNEPIN,0,1.5475625087160128
HENNEPIN,0,1.5475625087160128
HENNEPIN,0,2.3978952727983707
HENNEPIN,0,2.0412203288596382
HENNEPIN,0,1.1314021114911006
HENNEPIN,0,0.47000362924573563
HENNEPIN,1,0.5306282510621705
HENNEPIN,0,2.8094026953624978
HENNEPIN,0,1.1631508098056809
HENNEPIN,0,1.6486586255873816
HENNEPIN,0,1.6094379124341003
HENNEPIN,0,1.8082887711792655
HENNEPIN,1,0.0
HENNEPIN,0,0.6418538861723948
HENNEPIN,0,1.3862943611198906
HENNEPIN,0,1.7404661748405044
HENNEPIN,1,-0.6931471805599453
HENNEPIN,0,0.9932517730102834
HENNEPIN,0,1.308332819650179
HENNEPIN,0,1.840549633397487
HENNEPIN,0,3.1654750481410856
HENNEPIN,0,1.3862943611198906
HENNEPIN,0,1.0986122886681098
HENNEPIN,0,1.1314021114911006
HENNEPIN,0,1.5686159179138452
HENNEPIN,0,1.1314021114911006
HENNEPIN,0,1.4586150226995167
HENNEPIN,0,1.3609765531356006
HENNEPIN,0,1.1314021114911006
HENNEPIN,0,1.4816045409242153
HENNEPIN,1,1.0986122886681098
HOUSTON,0,1.252762968495368
HOUSTON,0,2.151762203259462
HOUSTON,0,2.2082744135228043
HOUSTON,1,1.5892352051165808
HOUSTON,0,1.308332819650179
HOUSTON,1,0.8329091229351041
HUBBARD,1,1.0647107369924282
HUBBARD,1,-0.10536051565782628
HUBBARD,0,0.47000362924573563
HUBBARD,0,1.5475625087160128
HUBBARD,1,1.3350010667323402
ISANTI,0,1.308332819650179
ISANTI,0,1.1314021114911006
ISANTI,0,0.8329091229351041
ITASCA,0,0.6931471805599453
ITASCA,0,0.9932517730102834
ITASCA,0,0.6418538861723948
ITASCA,0,0.9162907318741551
ITASCA,0,1.4816045409242153
ITASCA,0,0.9932517730102834
ITASCA,0,0.1823215567939548
ITASCA,0,1.2237754316221157
ITASCA,0,0.9555114450274363
ITASCA,0,2.2512917986064953
ITASCA,0,0.336472236621213
JACKSON,0,2.1400661634962708
JACKSON,0,1.62924053973028
JACKSON,0,1.0986122886681098
JACKSON,0,2.580216829592325
JACKSON,0,2.7343675094195836
KANABEC,0,0.6418538861723948
KANABEC,0,1.3609765531356006
KANABEC,0,2.0794415416798357
KANABEC,0,0.9932517730102834
KANDIYOHI,0,2.4336133554004498
KANDIYOHI,0,1.4350845252893225
KANDIYOHI,0,2.517696472610991
KANDIYOHI,0,1.916922612182061
KITTSON,0,1.9459101490553132
KITTSON,1,1.5260563034950492
KITTSON,1,0.0
KOOCHICHING,0,0.5877866649021191
KOOCHICHING,0,0.4054651081081644
KOOCHICHING,1,0.7419373447293773
KOOCHICHING,1,0.09531017980432493
KOOCHICHING,0,0.09531017980432493
KOOCHICHING,1,1.0647107369924282
KOOCHICHING,1,0.336472236621213
LAC QUI PARLE,1,2.4336133554004498
LAC QUI PARLE,0,2.7788192719904172
LAKE,1,0.336472236621213
LAKE,0,0.336472236621213
LAKE,0,0.5306282510621705
LAKE,0,0.0
LAKE,0,1.0647107369924282
LAKE,0,-0.5108256237659907
LAKE,0,0.47000362924573563
LAKE,0,1.9740810260220096
LAKE,0,-0.5108256237659907
LAKE OF THE WOODS,0,2.322387720290225
LAKE OF THE WOODS,1,1.4816045409242153
LAKE OF THE WOODS,0,1.2237754316221157
LAKE OF THE WOODS,1,1.0986122886681098
LE SUEUR,0,2.533696813957432
LE SUEUR,1,1.4586150226995167
LE SUEUR,0,1.5260563034950492
LE SUEUR,0,1.3862943611198906
LE SUEUR,0,1.2237754316221157
LINCOLN,0,2.8678989020441064
LINCOLN,0,2.3702437414678603
LINCOLN,0,2.0794415416798357
LINCOLN,1,1.2809338454620642
LYON,0,1.8870696490323797
LYON,1,1.9459101490553132
LYON,0,1.6486586255873816
LYON,0,2.4932054526026954
LYON,0,1.6486586255873816
LYON,0,2.1972245773362196
LYON,0,1.7749523509116736
LYON,0,1.5475625087160128
MAHNOMEN,0,1.3862943611198906
MARSHALL,1,0.47000362924573563
MARSHALL,0,3.173878458937465
MARSHALL,1,0.0
MARSHALL,1,0.4054651081081644
MARSHALL,1,0.1823215567939548
MARSHALL,0,1.0647107369924282
MARSHALL,0,3.8774315606585272
MARSHALL,1,0.0
MARSHALL,0,2.128231705849268
MARTIN,0,1.4350845252893225
MARTIN,1,-0.5108256237659907
MARTIN,0,1.916922612182061
MARTIN,0,2.028148247292285
MARTIN,0,2.23001440015921
MARTIN,0,-0.5108256237659907
MARTIN,0,0.47000362924573563
MCLEOD,0,2.341805806147327
MCLEOD,0,1.3862943611198906
MCLEOD,0,0.6418538861723948
MCLEOD,0,2.302585092994046
MCLEOD,0,0.8754687373538999
MCLEOD,0,1.5040773967762742
MCLEOD,0,1.0647107369924282
MCLEOD,1,0.1823215567939548
MCLEOD,0,0.26236426446749106
MCLEOD,1,0.5306282510621705
MCLEOD,1,3.2386784521643803
MCLEOD,1,-2.3025850929940455
MCLEOD,0,2.3702437414678603
MEEKER,0,0.8754687373538999
MEEKER,0,1.3862943611198906
MEEKER,0,1.9878743481543455
MEEKER,0,0.7884573603642703
MEEKER,0,1.1939224684724346
MILLE LACS,1,-0.5108256237659907
MILLE LACS,0,1.7578579175523736
MORRISON,0,0.4054651081081644
MORRISON,0,0.7884573603642703
MORRISON,0,1.5040773967762742
MORRISON,0,0.9162907318741551
MORRISON,0,1.6094379124341003
MORRISON,1,1.1314021114911006
MORRISON,0,1.1314021114911006
MORRISON,0,1.0647107369924282
MORRISON,0,1.3862943611198906
MOWER,0,2.3978952727983707
MOWER,0,1.8718021769015913
MOWER,0,0.7419373447293773
MOWER,0,1.1314021114911006
MOWER,0,1.5260563034950492
MOWER,0,0.7884573603642703
MOWER,0,2.0918640616783932
MOWER,1,0.336472236621213
MOWER,0,2.23001440015921
MOWER,1,0.1823215567939548
MOWER,0,2.3702437414678603
MOWER,0,3.1822118404966093
MOWER,0,2.2192034840549946
MURRAY,0,2.501435951739211
NICOLLET,0,2.1041341542702074
NICOLLET,0,2.388762789235098
NICOLLET,0,1.4586150226995167
NICOLLET,0,2.760009940032921
NOBLES,0,1.7047480922384253
NOBLES,0,1.840549633397487
NOBLES,0,2.282382385676526
NORMAN,0,2.1041341542702074
NORMAN,0,0.5306282510621705
NORMAN,1,0.5306282510621705
OLMSTED,0,1.8718021769015913
OLMSTED,0,1.5040773967762742
OLMSTED,0,2.424802725718295
OLMSTED,0,2.312535423847214
OLMSTED,0,1.5260563034950492
OLMSTED,0,2.0918640616783932
OLMSTED,0,0.8754687373538999
OLMSTED,0,1.1939224684724346
OLMSTED,0,1.62924053973028
OLMSTED,0,1.4350845252893225
OLMSTED,0,0.1823215567939548
OLMSTED,0,0.7419373447293773
OLMSTED,1,0.1823215567939548
OLMSTED,0,1.0986122886681098
OLMSTED,0,0.7884573603642703
OLMSTED,0,2.0668627594729756
OLMSTED,0,1.3609765531356006
OLMSTED,0,0.9555114450274363
OLMSTED,0,1.0986122886681098
OLMSTED,1,0.5877866649021191
OLMSTED,0,0.9555114450274363
OLMSTED,0,2.2512917986064953
OLMSTED,1,-0.35667494393873245
OTTER TAIL,0,1.0296194171811583
OTTER TAIL,1,0.1823215567939548
OTTER TAIL,1,0.7884573603642703
OTTER TAIL,0,2.4932054526026954
OTTER TAIL,1,2.5416019934645457
OTTER TAIL,0,1.1939224684724346
OTTER TAIL,0,1.4586150226995167
OTTER TAIL,0,1.3609765531356006
PENNINGTON,1,1.3350010667323402
PENNINGTON,0,1.7749523509116736
PENNINGTON,1,-0.916290731874155
PINE,0,1.4350845252893225
PINE,0,1.0647107369924282
PINE,0,0.6931471805599453
PINE,1,0.26236426446749106
PINE,0,0.26236426446749106
PINE,0,0.47000362924573563
PIPESTONE,0,2.2512917986064953
PIPESTONE,0,0.5877866649021191
PIPESTONE,0,2.501435951739211
PIPESTONE,1,1.4816045409242153
POLK,0,1.9459101490553132
POLK,1,0.4054651081081644
POLK,1,0.9555114450274363
POLK,0,2.272125885509337
POPE,0,1.3609765531356006
POPE,0,1.252762968495368
RAMSEY,0,1.9315214116032136
RAMSEY,0,1.308332819650179
RAMSEY,0,0.8329091229351041
RAMSEY,0,0.9932517730102834
RAMSEY,0,0.7884573603642703
RAMSEY,0,1.9600947840472698
RAMSEY,0,0.26236426446749106
RAMSEY,0,1.3609765531356006
RAMSEY,0,1.2809338454620642
RAMSEY,0,1.4586150226995167
RAMSEY,1,0.5306282510621705
RAMSEY,1,1.0647107369924282
RAMSEY,0,2.163323025660538
RAMSEY,0,1.840549633397487
RAMSEY,0,1.667706820558076
RAMSEY,0,1.0296194171811583
RAMSEY,0,0.26236426446749106
RAMSEY,0,1.2809338454620642
RAMSEY,0,1.7227665977411035
RAMSEY,1,2.322387720290225
RAMSEY,0,1.7227665977411035
RAMSEY,0,0.26236426446749106
RAMSEY,0,1.6094379124341003
RAMSEY,0,1.410986973710262
RAMSEY,0,1.2809338454620642
RAMSEY,0,0.9555114450274363
RAMSEY,0,0.26236426446749106
RAMSEY,0,1.0296194171811583
RAMSEY,0,0.5877866649021191
RAMSEY,0,1.1631508098056809
RAMSEY,0,-0.22314355131420985
RAMSEY,0,0.09531017980432493
REDWOOD,0,0.6931471805599453
REDWOOD,0,1.3609765531356006
REDWOOD,0,2.1972245773362196
REDWOOD,0,2.0149030205422647
REDWOOD,1,3.0349529867072724
RENVILLE,0,1.8082887711792655
RENVILLE,0,0.7884573603642703
RENVILLE,1,1.7749523509116736
RICE,0,2.282382385676526
RICE,0,1.8718021769015913
RICE,0,1.5475625087160128
RICE,0,1.7404661748405044
RICE,0,2.9496883350525844
RICE,1,0.9162907318741551
RICE,0,1.1314021114911006
RICE,0,1.6486586255873816
RICE,0,2.0541237336955462
RICE,0,2.1041341542702074
RICE,0,1.5686159179138452
ROCK,0,2.1400661634962708
ROCK,0,0.5306282510621705
ROSEAU,1,1.8082887711792655
ROSEAU,1,0.1823215567939548
ROSEAU,0,2.4423470353692043
ROSEAU,1,1.4816045409242153
ROSEAU,1,1.308332819650179
ROSEAU,0,2.341805806147327
ROSEAU,1,1.252762968495368
ROSEAU,0,1.1631508098056809
ROSEAU,0,1.308332819650179
ROSEAU,0,1.0296194171811583
ROSEAU,0,1.410986973710262
ROSEAU,1,0.26236426446749106
ROSEAU,1,0.5877866649021191
ROSEAU,1,1.4586150226995167
SCOTT,1,2.9652730660692828
SCOTT,1,2.2192034840549946
SCOTT,0,0.7419373447293773
SCOTT,0,2.4423470353692043
SCOTT,0,2.33214389523559
SCOTT,1,0.7884573603642703
SCOTT,0,0.26236426446749106
SCOTT,0,1.1939224684724346
SCOTT,1,0.7419373447293773
SCOTT,0,1.4816045409242153
SCOTT,0,0.8329091229351041
SCOTT,0,1.7047480922384253
SCOTT,0,3.2308043957334744
SHERBURNE,0,1.6486586255873816
SHERBURNE,0,0.8754687373538999
SHERBURNE,0,1.1939224684724346
SHERBURNE,0,0.9555114450274363
SHERBURNE,0,1.0647107369924282
SHERBURNE,0,1.1631508098056809
SHERBURNE,0,0.5306282510621705
SHERBURNE,0,1.5686159179138452
SIBLEY,0,1.410986973710262
SIBLEY,0,1.62924053973028
SIBLEY,0,0.47000362924573563
SIBLEY,0,1.5892352051165808
ST LOUIS,0,-0.10536051565782628
ST LOUIS,1,-0.5108256237659907
ST LOUIS,0,0.9162907318741551
ST LOUIS,0,0.8754687373538999
ST LOUIS,0,1.5475625087160128
ST LOUIS,0,2.4069451083182885
ST LOUIS,0,2.70805020110221
ST LOUIS,0,2.163323025660538
ST LOUIS,0,1.5260563034950492
ST LOUIS,0,0.47000362924573563
ST LOUIS,0,1.3862943611198906
ST LOUIS,0,0.6418538861723948
ST LOUIS,0,0.5306282510621705
ST LOUIS,0,-0.5108256237659907
ST LOUIS,1,-0.6931471805599453
ST LOUIS,1,-0.5108256237659907
ST LOUIS,0,2.1747517214841605
ST LOUIS,1,0.5306282510621705
ST LOUIS,0,0.4054651081081644
ST LOUIS,0,2.1747517214841605
ST LOUIS,0,2.4159137783010487
ST LOUIS,0,0.47000362924573563
ST LOUIS,0,0.1823215567939548
ST LOUIS,1,0.0
ST LOUIS,0,-0.22314355131420985
ST LOUIS,0,1.4586150226995167
ST LOUIS,0,1.252762968495368
ST LOUIS,1,0.7884573603642703
ST LOUIS,0,1.0986122886681098
ST LOUIS,0,0.6418538861723948
ST LOUIS,0,0.6418538861723948
ST LOUIS,0,0.9162907318741551
ST LOUIS,0,0.5877866649021191
ST LOUIS,1,-0.10536051565782628
ST LOUIS,0,2.468099531471619
ST LOUIS,0,0.6418538861723948
ST LOUIS,0,1.0647107369924282
ST LOUIS,1,1.2809338454620642
ST LOUIS,0,1.308332819650179
ST LOUIS,0,1.2809338454620642
ST LOUIS,0,1.1314021114911006
ST LOUIS,1,1.1939224684724346
ST LOUIS,0,1.1631508098056809
ST LOUIS,0,1.2237754316221157
ST LOUIS,1,0.5877866649021191
ST LOUIS,0,1.7404661748405044
ST LOUIS,0,1.252762968495368
ST LOUIS,0,0.47000362924573563
ST LOUIS,0,3.475067230228611
ST LOUIS,0,0.1823215567939548
ST LOUIS,0,0.7884573603642703
ST LOUIS,0,-0.10536051565782628
ST LOUIS,0,0.47000362924573563
ST LOUIS,0,0.336472236621213
ST LOUIS,0,1.1631508098056809
ST LOUIS,0,1.9878743481543455
ST LOUIS,0,0.4054651081081644
ST LOUIS,0,0.336472236621213
ST LOUIS,0,0.47000362924573563
ST LOUIS,0,1.62924053973028
ST LOUIS,0,0.8754687373538999
ST LOUIS,0,0.9162907318741551
ST LOUIS,0,0.26236426446749106
ST LOUIS,0,1.7047480922384253
ST LOUIS,0,0.1823215567939548
ST LOUIS,0,0.4054651081081644
ST LOUIS,1,1.9878743481543455
ST LOUIS,0,0.1823215567939548
ST LOUIS,0,1.2237754316221157
ST LOUIS,0,1.1939224684724346
ST LOUIS,0,0.47000362924573563
ST LOUIS,0,1.308332819650179
ST LOUIS,0,-0.10536051565782628
ST LOUIS,0,0.5306282510621705
ST LOUIS,0,0.4054651081081644
ST LOUIS,0,1.0296194171811583
ST LOUIS,0,1.2237754316221157
ST LOUIS,0,0.0
ST LOUIS,0,-0.35667494393873245
ST LOUIS,0,0.7419373447293773
ST LOUIS,0,0.6931471805599453
ST LOUIS,0,0.0
ST LOUIS,0,1.7047480922384253
ST LOUIS,0,0.47000362924573563
ST LOUIS,0,1.1631508098056809
ST LOUIS,0,0.6418538861723948
ST LOUIS,1,0.0
ST LOUIS,0,1.2237754316221157
ST LOUIS,0,0.5877866649021191
ST LOUIS,0,1.1631508098056809
ST LOUIS,1,-0.22314355131420985
ST LOUIS,0,1.4816045409242153
ST LOUIS,0,0.4054651081081644
ST LOUIS,0,0.6418538861723948
ST LOUIS,0,0.47000362924573563
ST LOUIS,1,0.8329091229351041
ST LOUIS,0,0.9162907318741551
ST LOUIS,0,1.0296194171811583
ST LOUIS,0,0.5877866649021191
ST LOUIS,1,0.1823215567939548
ST LOUIS,1,0.6418538861723948
ST LOUIS,0,-1.203972804325936
ST LOUIS,0,0.8329091229351041
ST LOUIS,0,1.5475625087160128
ST LOUIS,0,0.7884573603642703
ST LOUIS,0,0.7419373447293773
ST LOUIS,0,-0.22314355131420985
ST LOUIS,0,1.8718021769015913
ST LOUIS,0,1.1314021114911006
ST LOUIS,0,0.7419373447293773
ST LOUIS,0,0.0
ST LOUIS,0,1.2237754316221157
ST LOUIS,0,0.6418538861723948
ST LOUIS,0,0.6418538861723948
ST LOUIS,0,0.8329091229351041
ST LOUIS,0,1.4816045409242153
STEARNS,0,2.028148247292285
STEARNS,0,1.8718021769015913
STEARNS,0,2.128231705849268
STEARNS,0,0.7884573603642703
STEARNS,0,1.2237754316221157
STEARNS,0,0.336472236621213
STEARNS,0,1.62924053973028
STEARNS,1,0.09531017980432493
